game_id,date,status,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,venue,attendance,season
401359999,2021-11-13T00:30Z,Final,2,Boston Celtics,BOS,122,15,Milwaukee Bucks,MIL,113,TD Garden,19156,2021-22
401360000,2021-11-13T00:30Z,Final,5,Cleveland Cavaliers,CLE,98,8,Detroit Pistons,DET,78,Rocket Arena,17095,2021-22
401360001,2021-11-13T01:00Z,Final,10,Houston Rockets,HOU,92,22,Portland Trail Blazers,POR,104,Toyota Center (Houston),15468,2021-22
401360002,2021-11-13T01:00Z,Final,29,Memphis Grizzlies,MEM,94,21,Phoenix Suns,PHX,119,FedExForum,15886,2021-22
401360003,2021-11-13T01:00Z,Final,3,New Orleans Pelicans,NO,112,17,Brooklyn Nets,BKN,120,Smoothie King Center,14650,2021-22
401360004,2021-11-13T01:00Z,Final,25,Oklahoma City Thunder,OKC,105,23,Sacramento Kings,SAC,103,Paycom Center,12881,2021-22
401360005,2021-11-13T01:30Z,Final,24,San Antonio Spurs,SA,109,6,Dallas Mavericks,DAL,123,Frost Bank Center,13425,2021-22
401360006,2021-11-13T02:00Z,Final,7,Denver Nuggets,DEN,105,1,Atlanta Hawks,ATL,96,Ball Arena,16849,2021-22
401360007,2021-11-13T03:00Z,Final,9,Golden State Warriors,GS,119,4,Chicago Bulls,CHI,93,Chase Center,18064,2021-22
401360008,2021-11-13T03:30Z,Final,13,Los Angeles Lakers,LAL,83,16,Minnesota Timberwolves,MIN,107,crypto.com Arena,18997,2021-22
401360009,2021-11-13T22:00Z,Final,26,Utah Jazz,UTAH,105,14,Miami Heat,MIA,111,Delta Center,18306,2021-22
401360010,2021-11-14T00:00Z,Final,11,Indiana Pacers,IND,118,20,Philadelphia 76ers,PHI,113,Gainbridge Fieldhouse,14483,2021-22
401360011,2021-11-14T00:00Z,Final,19,Orlando Magic,ORL,92,27,Washington Wizards,WSH,104,Kia Center,17272,2021-22
401360012,2021-11-14T00:00Z,Final,3,New Orleans Pelicans,NO,112,29,Memphis Grizzlies,MEM,101,Smoothie King Center,14358,2021-22
401360013,2021-11-14T00:30Z,Final,28,Toronto Raptors,TOR,121,8,Detroit Pistons,DET,127,Scotiabank Arena,19800,2021-22
401360014,2021-11-14T01:00Z,Final,5,Cleveland Cavaliers,CLE,91,2,Boston Celtics,BOS,89,Rocket Arena,19432,2021-22
401360015,2021-11-14T03:30Z,Final,12,LA Clippers,LAC,129,16,Minnesota Timberwolves,MIN,102,crypto.com Arena,15285,2021-22
401360016,2021-11-14T20:30Z,Final,13,Los Angeles Lakers,LAL,114,24,San Antonio Spurs,SA,106,crypto.com Arena,18997,2021-22
401360017,2021-11-14T23:00Z,Final,1,Atlanta Hawks,ATL,120,15,Milwaukee Bucks,MIL,100,State Farm Arena,16901,2021-22
401360018,2021-11-15T00:00Z,Final,30,Charlotte Hornets,CHA,106,9,Golden State Warriors,GS,102,Spectrum Center,19559,2021-22
401360019,2021-11-15T00:00Z,Final,10,Houston Rockets,HOU,89,21,Phoenix Suns,PHX,115,Toyota Center (Houston),16088,2021-22
401360020,2021-11-15T00:00Z,Final,25,Oklahoma City Thunder,OKC,96,17,Brooklyn Nets,BKN,120,Paycom Center,15080,2021-22
401360021,2021-11-15T01:00Z,Final,7,Denver Nuggets,DEN,124,22,Portland Trail Blazers,POR,95,Ball Arena,14583,2021-22
401360022,2021-11-15T02:30Z,Final,12,LA Clippers,LAC,90,4,Chicago Bulls,CHI,100,crypto.com Arena,17899,2021-22
401360023,2021-11-16T00:00Z,Final,5,Cleveland Cavaliers,CLE,92,2,Boston Celtics,BOS,98,Rocket Arena,17186,2021-22
401360024,2021-11-16T00:00Z,Final,8,Detroit Pistons,DET,107,23,Sacramento Kings,SAC,129,Little Caesars Arena,10092,2021-22
401360025,2021-11-16T00:00Z,Final,27,Washington Wizards,WSH,105,3,New Orleans Pelicans,NO,100,Capital One Arena,13914,2021-22
401360026,2021-11-16T00:30Z,Final,1,Atlanta Hawks,ATL,129,19,Orlando Magic,ORL,111,State Farm Arena,13061,2021-22
401360027,2021-11-16T00:30Z,Final,18,New York Knicks,NY,92,11,Indiana Pacers,IND,84,Madison Square Garden,16792,2021-22
401360028,2021-11-16T01:00Z,Final,6,Dallas Mavericks,DAL,111,7,Denver Nuggets,DEN,101,American Airlines Center,19797,2021-22
401360029,2021-11-16T01:00Z,Final,29,Memphis Grizzlies,MEM,136,10,Houston Rockets,HOU,102,FedExForum,11482,2021-22
401360030,2021-11-16T01:00Z,Final,16,Minnesota Timberwolves,MIN,96,21,Phoenix Suns,PHX,99,Target Center,16274,2021-22
401360031,2021-11-16T01:00Z,Final,25,Oklahoma City Thunder,OKC,90,14,Miami Heat,MIA,103,Paycom Center,12330,2021-22
401360032,2021-11-16T03:00Z,Final,22,Portland Trail Blazers,POR,118,28,Toronto Raptors,TOR,113,Moda Center,16142,2021-22
401360033,2021-11-16T03:30Z,Final,13,Los Angeles Lakers,LAL,103,4,Chicago Bulls,CHI,121,crypto.com Arena,18997,2021-22
401360034,2021-11-17T00:30Z,Final,17,Brooklyn Nets,BKN,99,9,Golden State Warriors,GS,117,Barclays Center,17732,2021-22
401360035,2021-11-17T03:00Z,Final,26,Utah Jazz,UTAH,120,20,Philadelphia 76ers,PHI,85,Delta Center,18306,2021-22
401360036,2021-11-17T03:30Z,Final,12,LA Clippers,LAC,106,24,San Antonio Spurs,SA,92,crypto.com Arena,13298,2021-22
401360037,2021-11-18T00:00Z,Final,30,Charlotte Hornets,CHA,97,27,Washington Wizards,WSH,87,Spectrum Center,14402,2021-22
401360038,2021-11-18T00:00Z,Final,8,Detroit Pistons,DET,97,11,Indiana Pacers,IND,89,Little Caesars Arena,11457,2021-22
401360039,2021-11-18T00:30Z,Final,1,Atlanta Hawks,ATL,110,2,Boston Celtics,BOS,99,State Farm Arena,16445,2021-22
401360040,2021-11-18T00:30Z,Final,17,Brooklyn Nets,BKN,109,5,Cleveland Cavaliers,CLE,99,Barclays Center,16922,2021-22
401360041,2021-11-18T00:30Z,Final,14,Miami Heat,MIA,113,3,New Orleans Pelicans,NO,98,Kaseya Center,19600,2021-22
401360042,2021-11-18T00:30Z,Final,18,New York Knicks,NY,98,19,Orlando Magic,ORL,104,Madison Square Garden,16680,2021-22
401360043,2021-11-18T00:30Z,Final,15,Milwaukee Bucks,MIL,109,13,Los Angeles Lakers,LAL,102,Fiserv Forum,17341,2021-22
401360044,2021-11-18T01:00Z,Final,16,Minnesota Timberwolves,MIN,107,23,Sacramento Kings,SAC,97,Target Center,13108,2021-22
401360045,2021-11-18T01:00Z,Final,25,Oklahoma City Thunder,OKC,101,10,Houston Rockets,HOU,89,Paycom Center,12066,2021-22
401360046,2021-11-18T03:00Z,Final,21,Phoenix Suns,PHX,105,6,Dallas Mavericks,DAL,98,PHX Arena,14838,2021-22
401360047,2021-11-18T03:00Z,Final,22,Portland Trail Blazers,POR,112,4,Chicago Bulls,CHI,107,Moda Center,17492,2021-22
401360048,2021-11-19T00:30Z,Final,5,Cleveland Cavaliers,CLE,89,9,Golden State Warriors,GS,104,Rocket Arena,19432,2021-22
401360049,2021-11-19T00:30Z,Final,14,Miami Heat,MIA,112,27,Washington Wizards,WSH,97,Kaseya Center,19600,2021-22
401360050,2021-11-19T01:00Z,Final,29,Memphis Grizzlies,MEM,120,12,LA Clippers,LAC,108,FedExForum,13419,2021-22
401360051,2021-11-19T01:00Z,Final,16,Minnesota Timberwolves,MIN,115,24,San Antonio Spurs,SA,90,Target Center,13572,2021-22
401360052,2021-11-19T02:00Z,Final,7,Denver Nuggets,DEN,89,20,Philadelphia 76ers,PHI,103,Ball Arena,14547,2021-22
401360053,2021-11-19T02:00Z,Final,26,Utah Jazz,UTAH,119,28,Toronto Raptors,TOR,103,Delta Center,18306,2021-22
401360054,2021-11-20T00:00Z,Final,30,Charlotte Hornets,CHA,121,11,Indiana Pacers,IND,118,Spectrum Center,16787,2021-22
401360055,2021-11-20T00:00Z,Final,8,Detroit Pistons,DET,102,9,Golden State Warriors,GS,105,Little Caesars Arena,20088,2021-22
401360056,2021-11-20T00:30Z,Final,2,Boston Celtics,BOS,130,13,Los Angeles Lakers,LAL,108,TD Garden,19156,2021-22
401360057,2021-11-20T00:30Z,Final,17,Brooklyn Nets,BKN,115,19,Orlando Magic,ORL,113,Barclays Center,16966,2021-22
401360058,2021-11-20T01:00Z,Final,15,Milwaukee Bucks,MIL,96,25,Oklahoma City Thunder,OKC,89,Fiserv Forum,17341,2021-22
401360059,2021-11-20T01:00Z,Final,3,New Orleans Pelicans,NO,94,12,LA Clippers,LAC,81,Smoothie King Center,15274,2021-22
401360060,2021-11-20T02:00Z,Final,7,Denver Nuggets,DEN,108,4,Chicago Bulls,CHI,114,Ball Arena,19520,2021-22
401360061,2021-11-20T03:00Z,Final,21,Phoenix Suns,PHX,112,6,Dallas Mavericks,DAL,104,PHX Arena,17071,2021-22
401360062,2021-11-20T03:00Z,Final,23,Sacramento Kings,SAC,89,28,Toronto Raptors,TOR,108,Golden 1 Center,13159,2021-22
401360063,2021-11-20T22:00Z,Final,18,New York Knicks,NY,106,10,Houston Rockets,HOU,99,Madison Square Garden,19812,2021-22
401360064,2021-11-21T00:00Z,Final,11,Indiana Pacers,IND,111,3,New Orleans Pelicans,NO,94,Gainbridge Fieldhouse,15081,2021-22
401360065,2021-11-21T00:00Z,Final,27,Washington Wizards,WSH,103,14,Miami Heat,MIA,100,Capital One Arena,20476,2021-22
401360066,2021-11-21T00:30Z,Final,1,Atlanta Hawks,ATL,115,30,Charlotte Hornets,CHA,105,State Farm Arena,17320,2021-22
401360067,2021-11-21T00:30Z,Final,2,Boston Celtics,BOS,111,25,Oklahoma City Thunder,OKC,105,TD Garden,19156,2021-22
401360068,2021-11-21T01:00Z,Final,15,Milwaukee Bucks,MIL,117,19,Orlando Magic,ORL,108,Fiserv Forum,17341,2021-22
401360069,2021-11-21T01:00Z,Final,16,Minnesota Timberwolves,MIN,138,29,Memphis Grizzlies,MEM,95,Target Center,17136,2021-22
401360070,2021-11-21T03:00Z,Final,22,Portland Trail Blazers,POR,118,20,Philadelphia 76ers,PHI,111,Moda Center,17027,2021-22
401360071,2021-11-21T03:00Z,Final,23,Sacramento Kings,SAC,105,26,Utah Jazz,UTAH,123,Golden 1 Center,13180,2021-22
401360072,2021-11-21T20:30Z,Final,12,LA Clippers,LAC,97,6,Dallas Mavericks,DAL,91,crypto.com Arena,17149,2021-22
401360073,2021-11-21T23:00Z,Final,8,Detroit Pistons,DET,116,13,Los Angeles Lakers,LAL,121,Little Caesars Arena,15532,2021-22
401360074,2021-11-22T01:00Z,Final,4,Chicago Bulls,CHI,109,18,New York Knicks,NY,103,United Center,21813,2021-22
401360075,2021-11-22T01:00Z,Final,21,Phoenix Suns,PHX,126,7,Denver Nuggets,DEN,97,PHX Arena,16072,2021-22
401360076,2021-11-22T01:30Z,Final,9,Golden State Warriors,GS,119,28,Toronto Raptors,TOR,104,Chase Center,18064,2021-22
401360077,2021-11-23T00:00Z,Final,5,Cleveland Cavaliers,CLE,112,17,Brooklyn Nets,BKN,117,Rocket Arena,17387,2021-22
401360078,2021-11-23T00:00Z,Final,27,Washington Wizards,WSH,103,30,Charlotte Hornets,CHA,109,Capital One Arena,16575,2021-22
401360079,2021-11-23T00:30Z,Final,1,Atlanta Hawks,ATL,113,25,Oklahoma City Thunder,OKC,101,State Farm Arena,15806,2021-22
401360080,2021-11-23T00:30Z,Final,2,Boston Celtics,BOS,108,10,Houston Rockets,HOU,90,TD Garden,19156,2021-22
401360081,2021-11-23T01:00Z,Final,4,Chicago Bulls,CHI,77,11,Indiana Pacers,IND,109,United Center,21586,2021-22
401360082,2021-11-23T01:00Z,Final,15,Milwaukee Bucks,MIL,123,19,Orlando Magic,ORL,92,Fiserv Forum,17341,2021-22
401360083,2021-11-23T01:00Z,Final,3,New Orleans Pelicans,NO,96,16,Minnesota Timberwolves,MIN,110,Smoothie King Center,15689,2021-22
401360084,2021-11-23T01:30Z,Final,24,San Antonio Spurs,SA,111,21,Phoenix Suns,PHX,115,Frost Bank Center,14715,2021-22
401360085,2021-11-23T02:00Z,Final,26,Utah Jazz,UTAH,118,29,Memphis Grizzlies,MEM,119,Delta Center,18306,2021-22
401360086,2021-11-23T03:00Z,Final,23,Sacramento Kings,SAC,94,20,Philadelphia 76ers,PHI,102,Golden 1 Center,13948,2021-22
401360087,2021-11-24T00:00Z,Final,8,Detroit Pistons,DET,92,14,Miami Heat,MIA,100,Little Caesars Arena,13123,2021-22
401360088,2021-11-24T00:30Z,Final,18,New York Knicks,NY,106,13,Los Angeles Lakers,LAL,100,Madison Square Garden,19812,2021-22
401360089,2021-11-24T03:00Z,Final,22,Portland Trail Blazers,POR,119,7,Denver Nuggets,DEN,100,Moda Center,17052,2021-22
401360090,2021-11-24T03:30Z,Final,12,LA Clippers,LAC,104,6,Dallas Mavericks,DAL,112,crypto.com Arena,17067,2021-22
401360091,2021-11-25T00:00Z,Final,5,Cleveland Cavaliers,CLE,115,21,Phoenix Suns,PHX,120,Rocket Arena,18055,2021-22
401360092,2021-11-25T00:00Z,Final,11,Indiana Pacers,IND,116,13,Los Angeles Lakers,LAL,124,Gainbridge Fieldhouse,15572,2021-22
401360093,2021-11-25T00:00Z,Final,19,Orlando Magic,ORL,99,30,Charlotte Hornets,CHA,106,Kia Center,16114,2021-22
401360094,2021-11-25T00:30Z,Final,2,Boston Celtics,BOS,104,17,Brooklyn Nets,BKN,123,TD Garden,19156,2021-22
401360095,2021-11-25T01:00Z,Final,10,Houston Rockets,HOU,118,4,Chicago Bulls,CHI,113,Toyota Center (Houston),16074,2021-22
401360096,2021-11-25T01:00Z,Final,29,Memphis Grizzlies,MEM,113,28,Toronto Raptors,TOR,126,FedExForum,15409,2021-22
401360097,2021-11-25T01:00Z,Final,15,Milwaukee Bucks,MIL,114,8,Detroit Pistons,DET,93,Fiserv Forum,17341,2021-22
401360098,2021-11-25T01:00Z,Final,16,Minnesota Timberwolves,MIN,113,14,Miami Heat,MIA,101,Target Center,17136,2021-22
401360099,2021-11-25T01:00Z,Final,3,New Orleans Pelicans,NO,127,27,Washington Wizards,WSH,102,Smoothie King Center,14659,2021-22
401360100,2021-11-25T01:00Z,Final,25,Oklahoma City Thunder,OKC,104,26,Utah Jazz,UTAH,110,Paycom Center,14081,2021-22
401360101,2021-11-25T01:30Z,Final,24,San Antonio Spurs,SA,106,1,Atlanta Hawks,ATL,124,Frost Bank Center,13161,2021-22
401360102,2021-11-25T03:00Z,Final,9,Golden State Warriors,GS,116,20,Philadelphia 76ers,PHI,96,Chase Center,18064,2021-22
401360103,2021-11-25T03:00Z,Final,23,Sacramento Kings,SAC,125,22,Portland Trail Blazers,POR,121,Golden 1 Center,14997,2021-22
401360104,2021-11-26T20:30Z,Final,12,LA Clippers,LAC,107,8,Detroit Pistons,DET,96,crypto.com Arena,18139,2021-22
401360105,2021-11-27T00:00Z,Final,30,Charlotte Hornets,CHA,133,16,Minnesota Timberwolves,MIN,115,Spectrum Center,19314,2021-22
401360106,2021-11-27T00:00Z,Final,18,New York Knicks,NY,97,21,Phoenix Suns,PHX,118,Madison Square Garden,19812,2021-22
401360107,2021-11-27T00:00Z,Final,19,Orlando Magic,ORL,88,4,Chicago Bulls,CHI,123,Kia Center,18236,2021-22
401360108,2021-11-27T01:00Z,Final,11,Indiana Pacers,IND,114,28,Toronto Raptors,TOR,97,Gainbridge Fieldhouse,13508,2021-22
401360109,2021-11-27T01:00Z,Final,29,Memphis Grizzlies,MEM,100,1,Atlanta Hawks,ATL,132,FedExForum,16622,2021-22
401360110,2021-11-27T01:00Z,Final,25,Oklahoma City Thunder,OKC,99,27,Washington Wizards,WSH,101,Paycom Center,14579,2021-22
401360111,2021-11-27T01:30Z,Final,24,San Antonio Spurs,SA,96,2,Boston Celtics,BOS,88,Frost Bank Center,15360,2021-22
401360112,2021-11-27T02:00Z,Final,7,Denver Nuggets,DEN,109,15,Milwaukee Bucks,MIL,120,Ball Arena,19520,2021-22
401360113,2021-11-27T02:00Z,Final,26,Utah Jazz,UTAH,97,3,New Orleans Pelicans,NO,98,Delta Center,18306,2021-22
401360114,2021-11-27T03:00Z,Final,9,Golden State Warriors,GS,118,22,Portland Trail Blazers,POR,103,Chase Center,18064,2021-22
401360115,2021-11-27T03:30Z,Final,13,Los Angeles Lakers,LAL,137,23,Sacramento Kings,SAC,141,crypto.com Arena,18997,2021-22
401360116,2021-11-27T23:00Z,Final,20,Philadelphia 76ers,PHI,120,16,Minnesota Timberwolves,MIN,121,Xfinity Mobile Arena,21011,2021-22
401360117,2021-11-28T00:30Z,Final,1,Atlanta Hawks,ATL,90,18,New York Knicks,NY,99,State Farm Arena,17287,2021-22
401360118,2021-11-28T00:30Z,Final,17,Brooklyn Nets,BKN,107,21,Phoenix Suns,PHX,113,Barclays Center,18071,2021-22
401360119,2021-11-28T01:00Z,Final,5,Cleveland Cavaliers,CLE,105,19,Orlando Magic,ORL,92,Rocket Arena,18248,2021-22
401360120,2021-11-28T01:00Z,Final,4,Chicago Bulls,CHI,104,14,Miami Heat,MIA,107,United Center,21110,2021-22
401360121,2021-11-28T01:00Z,Final,10,Houston Rockets,HOU,146,30,Charlotte Hornets,CHA,143,Toyota Center (Houston),14687,2021-22
401360122,2021-11-28T01:30Z,Final,6,Dallas Mavericks,DAL,114,27,Washington Wizards,WSH,120,American Airlines Center,20223,2021-22
401360123,2021-11-28T02:00Z,Final,26,Utah Jazz,UTAH,127,3,New Orleans Pelicans,NO,105,Delta Center,18306,2021-22
401360124,2021-11-28T20:30Z,Final,12,LA Clippers,LAC,90,9,Golden State Warriors,GS,105,crypto.com Arena,19068,2021-22
401360125,2021-11-28T22:00Z,Final,11,Indiana Pacers,IND,100,15,Milwaukee Bucks,MIL,118,Gainbridge Fieldhouse,13130,2021-22
401360126,2021-11-28T23:00Z,Final,28,Toronto Raptors,TOR,97,2,Boston Celtics,BOS,109,Scotiabank Arena,19800,2021-22
401360127,2021-11-28T23:00Z,Final,29,Memphis Grizzlies,MEM,128,23,Sacramento Kings,SAC,101,FedExForum,12844,2021-22
401360128,2021-11-29T02:30Z,Final,13,Los Angeles Lakers,LAL,110,8,Detroit Pistons,DET,106,crypto.com Arena,18997,2021-22
401360129,2021-11-30T00:00Z,Final,20,Philadelphia 76ers,PHI,101,19,Orlando Magic,ORL,96,Xfinity Mobile Arena,20193,2021-22
401360130,2021-11-30T00:30Z,Final,14,Miami Heat,MIA,111,7,Denver Nuggets,DEN,120,Kaseya Center,19600,2021-22
401360131,2021-11-30T01:00Z,Final,4,Chicago Bulls,CHI,133,30,Charlotte Hornets,CHA,119,United Center,21366,2021-22
401360132,2021-11-30T01:00Z,Final,10,Houston Rockets,HOU,102,25,Oklahoma City Thunder,OKC,89,Toyota Center (Houston),12829,2021-22
401360133,2021-11-30T01:00Z,Final,16,Minnesota Timberwolves,MIN,100,11,Indiana Pacers,IND,98,Target Center,14191,2021-22
401360134,2021-11-30T01:30Z,Final,6,Dallas Mavericks,DAL,96,5,Cleveland Cavaliers,CLE,114,American Airlines Center,19229,2021-22
401360135,2021-11-30T01:30Z,Final,24,San Antonio Spurs,SA,116,27,Washington Wizards,WSH,99,Frost Bank Center,12606,2021-22
401360136,2021-11-30T02:00Z,Final,26,Utah Jazz,UTAH,129,22,Portland Trail Blazers,POR,107,Delta Center,18306,2021-22
401360137,2021-11-30T03:30Z,Final,12,LA Clippers,LAC,104,3,New Orleans Pelicans,NO,123,crypto.com Arena,15691,2021-22
401360138,2021-12-01T00:30Z,Final,17,Brooklyn Nets,BKN,112,18,New York Knicks,NY,110,Barclays Center,18081,2021-22
401360139,2021-12-01T00:30Z,Final,28,Toronto Raptors,TOR,91,29,Memphis Grizzlies,MEM,98,Scotiabank Arena,19800,2021-22
401360140,2021-12-01T03:00Z,Final,21,Phoenix Suns,PHX,104,9,Golden State Warriors,GS,96,PHX Arena,17071,2021-22
401360141,2021-12-01T03:00Z,Final,22,Portland Trail Blazers,POR,110,8,Detroit Pistons,DET,92,Moda Center,16071,2021-22
401360142,2021-12-01T03:00Z,Final,23,Sacramento Kings,SAC,92,13,Los Angeles Lakers,LAL,117,Golden 1 Center,12459,2021-22
401360143,2021-12-02T00:00Z,Final,11,Indiana Pacers,IND,111,1,Atlanta Hawks,ATL,114,Gainbridge Fieldhouse,12656,2021-22
401360144,2021-12-02T00:00Z,Final,19,Orlando Magic,ORL,108,7,Denver Nuggets,DEN,103,Kia Center,14191,2021-22
401360145,2021-12-02T00:00Z,Final,27,Washington Wizards,WSH,115,16,Minnesota Timberwolves,MIN,107,Capital One Arena,15318,2021-22
401360146,2021-12-02T00:30Z,Final,2,Boston Celtics,BOS,88,20,Philadelphia 76ers,PHI,87,TD Garden,19156,2021-22
401360147,2021-12-02T00:30Z,Final,14,Miami Heat,MIA,85,5,Cleveland Cavaliers,CLE,111,Kaseya Center,19600,2021-22
401360148,2021-12-02T01:00Z,Final,15,Milwaukee Bucks,MIL,127,30,Charlotte Hornets,CHA,125,Fiserv Forum,17341,2021-22
401360149,2021-12-02T01:00Z,Final,3,New Orleans Pelicans,NO,107,6,Dallas Mavericks,DAL,139,Smoothie King Center,15558,2021-22
401360150,2021-12-02T01:00Z,Final,25,Oklahoma City Thunder,OKC,110,10,Houston Rockets,HOU,114,Paycom Center,13222,2021-22
401360151,2021-12-02T03:30Z,Final,12,LA Clippers,LAC,115,23,Sacramento Kings,SAC,124,crypto.com Arena,17217,2021-22
401360152,2021-12-03T00:30Z,Final,18,New York Knicks,NY,115,4,Chicago Bulls,CHI,119,Madison Square Garden,19812,2021-22
401360153,2021-12-03T00:30Z,Final,28,Toronto Raptors,TOR,97,15,Milwaukee Bucks,MIL,93,Scotiabank Arena,19800,2021-22
401360154,2021-12-03T01:00Z,Final,29,Memphis Grizzlies,MEM,152,25,Oklahoma City Thunder,OKC,79,FedExForum,13103,2021-22
401360155,2021-12-03T02:00Z,Final,21,Phoenix Suns,PHX,114,8,Detroit Pistons,DET,103,PHX Arena,16081,2021-22
401360156,2021-12-03T03:00Z,Final,22,Portland Trail Blazers,POR,83,24,San Antonio Spurs,SA,114,Moda Center,16143,2021-22
401360157,2021-12-04T00:00Z,Final,11,Indiana Pacers,IND,104,14,Miami Heat,MIA,113,Gainbridge Fieldhouse,13854,2021-22
401360158,2021-12-04T00:00Z,Final,27,Washington Wizards,WSH,101,5,Cleveland Cavaliers,CLE,116,Capital One Arena,17227,2021-22
401360159,2021-12-04T00:30Z,Final,1,Atlanta Hawks,ATL,96,20,Philadelphia 76ers,PHI,98,State Farm Arena,17092,2021-22
401360160,2021-12-04T00:30Z,Final,17,Brooklyn Nets,BKN,110,16,Minnesota Timberwolves,MIN,105,Barclays Center,17732,2021-22
401360161,2021-12-04T01:00Z,Final,10,Houston Rockets,HOU,118,19,Orlando Magic,ORL,116,Toyota Center (Houston),13697,2021-22
401360162,2021-12-04T01:30Z,Final,6,Dallas Mavericks,DAL,91,3,New Orleans Pelicans,NO,107,American Airlines Center,19218,2021-22
401360163,2021-12-04T02:00Z,Final,26,Utah Jazz,UTAH,137,2,Boston Celtics,BOS,130,Delta Center,18306,2021-22
401360164,2021-12-04T03:00Z,Final,9,Golden State Warriors,GS,118,21,Phoenix Suns,PHX,96,Chase Center,18064,2021-22
401360165,2021-12-04T03:00Z,Final,13,Los Angeles Lakers,LAL,115,12,LA Clippers,LAC,119,crypto.com Arena,18997,2021-22
401360166,2021-12-04T18:00Z,Final,18,New York Knicks,NY,99,7,Denver Nuggets,DEN,113,Madison Square Garden,18272,2021-22
401360167,2021-12-05T01:00Z,Final,17,Brooklyn Nets,BKN,107,4,Chicago Bulls,CHI,111,Barclays Center,18116,2021-22
401360168,2021-12-05T01:00Z,Final,15,Milwaukee Bucks,MIL,124,14,Miami Heat,MIA,102,Fiserv Forum,17341,2021-22
401360169,2021-12-05T01:30Z,Final,6,Dallas Mavericks,DAL,90,29,Memphis Grizzlies,MEM,97,American Airlines Center,19396,2021-22
401360170,2021-12-05T01:30Z,Final,9,Golden State Warriors,GS,107,24,San Antonio Spurs,SA,112,Chase Center,18064,2021-22
401360171,2021-12-05T03:00Z,Final,22,Portland Trail Blazers,POR,117,2,Boston Celtics,BOS,145,Moda Center,18193,2021-22
401360172,2021-12-05T03:00Z,Final,23,Sacramento Kings,SAC,104,12,LA Clippers,LAC,99,Golden 1 Center,15004,2021-22
401360173,2021-12-05T20:30Z,Final,5,Cleveland Cavaliers,CLE,108,26,Utah Jazz,UTAH,109,Rocket Arena,18113,2021-22
401360174,2021-12-05T23:00Z,Final,1,Atlanta Hawks,ATL,127,30,Charlotte Hornets,CHA,130,State Farm Arena,16383,2021-22
401360175,2021-12-05T23:00Z,Final,28,Toronto Raptors,TOR,102,27,Washington Wizards,WSH,90,Scotiabank Arena,19800,2021-22
401360176,2021-12-06T00:00Z,Final,10,Houston Rockets,HOU,118,3,New Orleans Pelicans,NO,108,Toyota Center (Houston),14771,2021-22
401360177,2021-12-07T00:00Z,Final,30,Charlotte Hornets,CHA,124,20,Philadelphia 76ers,PHI,127,Spectrum Center,14462,2021-22
401360178,2021-12-07T00:00Z,Final,8,Detroit Pistons,DET,103,25,Oklahoma City Thunder,OKC,114,Little Caesars Arena,10522,2021-22
401360179,2021-12-07T00:00Z,Final,11,Indiana Pacers,IND,116,27,Washington Wizards,WSH,110,Gainbridge Fieldhouse,12581,2021-22
401360180,2021-12-07T00:30Z,Final,14,Miami Heat,MIA,90,29,Memphis Grizzlies,MEM,105,Kaseya Center,19600,2021-22
401360181,2021-12-07T01:00Z,Final,4,Chicago Bulls,CHI,109,7,Denver Nuggets,DEN,97,United Center,21236,2021-22
401360182,2021-12-07T01:00Z,Final,15,Milwaukee Bucks,MIL,112,5,Cleveland Cavaliers,CLE,104,Fiserv Forum,17341,2021-22
401360183,2021-12-07T01:00Z,Final,16,Minnesota Timberwolves,MIN,110,1,Atlanta Hawks,ATL,121,Target Center,15736,2021-22
401360184,2021-12-07T02:00Z,Final,21,Phoenix Suns,PHX,108,24,San Antonio Spurs,SA,104,PHX Arena,15292,2021-22
401360185,2021-12-07T03:00Z,Final,9,Golden State Warriors,GS,126,19,Orlando Magic,ORL,95,Chase Center,18064,2021-22
401360186,2021-12-07T03:00Z,Final,22,Portland Trail Blazers,POR,90,12,LA Clippers,LAC,102,Moda Center,15865,2021-22
401360187,2021-12-08T00:30Z,Final,6,Dallas Mavericks,DAL,99,17,Brooklyn Nets,BKN,102,American Airlines Center,19559,2021-22
401360188,2021-12-08T01:30Z,Final,24,San Antonio Spurs,SA,109,18,New York Knicks,NY,121,Frost Bank Center,14698,2021-22
401360189,2021-12-08T03:00Z,Final,13,Los Angeles Lakers,LAL,117,2,Boston Celtics,BOS,102,crypto.com Arena,18997,2021-22
401360190,2021-12-09T00:00Z,Final,30,Charlotte Hornets,CHA,106,20,Philadelphia 76ers,PHI,110,Spectrum Center,15709,2021-22
401360191,2021-12-09T00:00Z,Final,5,Cleveland Cavaliers,CLE,115,4,Chicago Bulls,CHI,92,Rocket Arena,17707,2021-22
401360192,2021-12-09T00:00Z,Final,8,Detroit Pistons,DET,116,27,Washington Wizards,WSH,119,Little Caesars Arena,10499,2021-22
401360193,2021-12-09T00:00Z,Final,11,Indiana Pacers,IND,122,18,New York Knicks,NY,102,Gainbridge Fieldhouse,13167,2021-22
401360194,2021-12-09T00:30Z,Final,14,Miami Heat,MIA,113,15,Milwaukee Bucks,MIL,104,Kaseya Center,19600,2021-22
401360195,2021-12-09T00:30Z,Final,28,Toronto Raptors,TOR,109,25,Oklahoma City Thunder,OKC,110,Scotiabank Arena,19800,2021-22
